Incident Type,Complaint Tracking Number,Date Complaint Occurred,Date Complaint Received by NOPD (PIB),Date Complaint Investigation Complete,Complaint classification,Investigation status,Disposition,Bureau of Complainant,Division of Complainant,Unit of Complainant,Unit Additional Details of Complainant,Working Status of Complainant,Shift of Complainant,Rule Violation,Paragraph Violation,Unique Officer Allegation ID,Officer Race Ethnicity,Officer Gender,Officer Age,Officer years of service,Complainant Gender,Complainant Ethnicity,Complainant Age
Public Initiated,2016-0832-N,,12/30/2016 12:00:00 AM,1/30/2017 12:00:00 AM,NFIM,Completed,NFIM,FOB - Field Operations Bureau,1st District,Staff,,,,,,37502,,,,,Male,Black,
Public Initiated,2016-0839-P,12/18/2016 12:00:00 AM,12/30/2016 12:00:00 AM,4/4/2019 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,2nd District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,37504,White,Male,28,4,Female,Black,34
Public Initiated,2016-0839-P,12/18/2016 12:00:00 AM,12/30/2016 12:00:00 AM,4/4/2019 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,2nd District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,37657,Black,Female,55,4,Female,Black,34
Public Initiated,2016-0845-P,12/12/2016 12:00:00 AM,12/30/2016 12:00:00 AM,5/10/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 1,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37506,White,Male,34,11,Female,Black,52
Public Initiated,2016-0845-P,12/12/2016 12:00:00 AM,12/30/2016 12:00:00 AM,5/10/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 1,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37661,Black,Male,57,10,Female,Black,52
Public Initiated,2016-0845-P,12/12/2016 12:00:00 AM,12/30/2016 12:00:00 AM,5/10/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 1,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37730,Race-Unknown,Male,28,4,Female,Black,52
Rank Initiated,2016-0850-R,12/31/2016 12:00:00 AM,12/31/2016 12:00:00 AM,3/9/2017 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37744,Black,Male,40,18,,,
Public Initiated,2017-0003-P,12/12/2016 12:00:00 AM,1/3/2017 12:00:00 AM,6/1/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,2nd District,D.I.U.,Persons,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,37660,Black,Male,38,15,Male,Black,22
Public Initiated,2016-0849-P,12/28/2016 12:00:00 AM,1/4/2017 12:00:00 AM,9/6/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,7th District,7th District,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37626,Black,Male,57,10,Female,Black,69
Public Initiated,2017-0002-P,1/1/2017 12:00:00 AM,1/4/2017 12:00:00 AM,6/14/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,A Platoon,Unknown Assignment,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37663,White,Male,39,5,Female,White,43
Public Initiated,2017-0002-P,1/1/2017 12:00:00 AM,1/4/2017 12:00:00 AM,6/14/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,A Platoon,Unknown Assignment,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37665,American Ind,Male,38,4,Female,White,43
Public Initiated,2017-0002-P,1/1/2017 12:00:00 AM,1/4/2017 12:00:00 AM,6/14/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,A Platoon,Unknown Assignment,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37666,Black,Male,39,11,Female,White,43
Public Initiated,2017-0002-P,1/1/2017 12:00:00 AM,1/4/2017 12:00:00 AM,6/14/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,A Platoon,Unknown Assignment,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37668,White,Male,43,15,Female,White,43
Public Initiated,2017-0002-P,1/1/2017 12:00:00 AM,1/4/2017 12:00:00 AM,6/14/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,A Platoon,Unknown Assignment,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37671,Black,Female,43,22,Female,White,43
Public Initiated,2017-0002-P,1/1/2017 12:00:00 AM,1/4/2017 12:00:00 AM,6/14/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,A Platoon,Unknown Assignment,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37672,Black,Male,54,22,Female,White,43
Public Initiated,2017-0007-P ,,1/5/2017 12:00:00 AM,6/13/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,8th District,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,37763,Black,Female,,5,Female,Black,
Public Initiated,2016-0847-P,11/15/2016 12:00:00 AM,1/5/2017 12:00:00 AM,3/28/2019 12:00:00 AM,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,,RUI 2012-0947-C,,,,37642,Black,Male,32,5,Male,Black,25
Public Initiated,2016-0848-P,3/8/2016 12:00:00 AM,1/5/2017 12:00:00 AM,5/2/2017 12:00:00 AM,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,5th District,A Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37635,Black,Male,47,10,Male,Black,46
Public Initiated,2017-0010-P,1/5/2017 12:00:00 AM,1/6/2017 12:00:00 AM,6/12/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37700,White,Male,51,17,Female,Black,
Rank Initiated,2017-0001-D,12/28/2016 12:00:00 AM,1/6/2017 12:00:00 AM,1/6/2017 12:00:00 AM,DI-2,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37648,Black,Male,24,5,,,
Rank Initiated,2017-0004-D,1/3/2017 12:00:00 AM,1/6/2017 12:00:00 AM,5/24/2017 12:00:00 AM,DI-2,Completed,Other,MSB - Management Service Bureau,Administrative Duties Services,Extended Sick,,,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,37651,White,Male,43,11,,,
Rank Initiated,2017-0008-D,12/28/2016 12:00:00 AM,1/6/2017 12:00:00 AM,1/6/2017 12:00:00 AM,DI-2,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,POLICY,446.3.1 Digital Mobil Video Audio Recording,37655,White,Male,30,4,,,
Rank Initiated,2017-0006-D,1/3/2017 12:00:00 AM,1/6/2017 12:00:00 AM,1/6/2017 12:00:00 AM,DI-2,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37659,Black,Female,47,26,,,
Rank Initiated,2016-0734-R,,1/9/2017 12:00:00 AM,,DI-1,Initial,Pending,,,,,,,,,,,,,,,,
Rank Initiated,2017-0013-D,1/6/2017 12:00:00 AM,1/9/2017 12:00:00 AM,1/9/2017 12:00:00 AM,DI-2,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,37710,Black,Male,42,20,,,
Public Initiated,2017-0011-P,1/8/2017 12:00:00 AM,1/9/2017 12:00:00 AM,5/10/2017 12:00:00 AM,DI-1,Completed,Not Sustained,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,37719,Black,Male,56,16,Female,Black,40
Public Initiated,2017-0017-N,1/4/2017 12:00:00 AM,1/9/2017 12:00:00 AM,3/22/2017 12:00:00 AM,NFIM,Completed,NFIM,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Regular Working,Between 3pm-11pm,NO ALLIGATIONS ASSIGNED AT THIS TIME,,37720,,,,,Female,Black,46
Public Initiated,2017-0015-P,11/11/2016 12:00:00 AM,1/9/2017 12:00:00 AM,3/16/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Regular Working,Between 6:25am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,37748,Black,Male,47,22,Male,White,
Public Initiated,2017-0019-P,10/1/2016 12:00:00 AM,1/9/2017 12:00:00 AM,8/29/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37758,White,Male,38,3,Female,Black,60
Public Initiated,2017-0019-P,10/1/2016 12:00:00 AM,1/9/2017 12:00:00 AM,8/29/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37759,White,Male,42,22,Female,Black,60
Public Initiated,2017-0019-P,10/1/2016 12:00:00 AM,1/9/2017 12:00:00 AM,8/29/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37761,,,,,Female,Black,60
Public Initiated,2017-0019-P,10/1/2016 12:00:00 AM,1/9/2017 12:00:00 AM,8/29/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37762,,,,,Female,Black,60
Public Initiated,2017-0018-N,2/25/2015 12:00:00 AM,1/9/2017 12:00:00 AM,4/3/2017 12:00:00 AM,NFIM,Completed,NFIM,Unknown Bureau,Unknown District/Division,Unknown,Unknown Assignment,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,,37776,,,,,Sex-Unk,Race-Unknown,
Public Initiated,2017-0016-N,10/11/2016 12:00:00 AM,1/9/2017 12:00:00 AM,3/28/2017 12:00:00 AM,NFIM,Completed,NFIM,Unknown Bureau,Unknown District/Division,Unknown,Unknown Assignment,Unknown Working Status,Unknown Shift Hours,NO ALLIGATIONS ASSIGNED AT THIS TIME,,37896,,,,,Male,Black,69
Public Initiated,2017-0020-P,12/28/2016 12:00:00 AM,1/10/2017 12:00:00 AM,6/12/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,37820,White,Male,42,19,Female,Black,
Rank Initiated,2017-0005-D,1/5/2017 12:00:00 AM,1/10/2017 12:00:00 AM,1/10/2017 12:00:00 AM,DI-2,Completed,Other,ISB - Investigative Services Bureau,Crime Lab and Evidence Division,Crime Lab Section,,,,RULE 7: DEPT PROPERTY,PARAGRAPH 03 - CLEANLINESS OF DEPARTMENT EQUIPMENT,37727,Black,Male,31,12,,,
Rank Initiated,2017-0023-R,1/11/2017 12:00:00 AM,1/11/2017 12:00:00 AM,4/15/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,2nd District,B Platoon,Risk Management Section,,,,,38002,Black,Male,45,18,,,
Rank Initiated,2017-0023-R,1/11/2017 12:00:00 AM,1/11/2017 12:00:00 AM,4/15/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,2nd District,B Platoon,Risk Management Section,,,,,38004,Black,Male,47,28,,,
Rank Initiated,2017-0025-R,1/7/2017 12:00:00 AM,1/11/2017 12:00:00 AM,12/11/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,AWP - Off Duty,Between 11pm-7am,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,37789,Black,Male,24,4,Male,White,
Public Initiated,2017-0012-N,1/5/2017 12:00:00 AM,1/12/2017 12:00:00 AM,3/20/2017 12:00:00 AM,NFIM,Completed,NFIM,,,,,,,NO VIOLATION OBSERVED,,37752,,,,,Female,White,42
Rank Initiated,2017-0024-R,1/9/2017 12:00:00 AM,1/12/2017 12:00:00 AM,3/8/2017 12:00:00 AM,DI-1,Completed,Other,FOB - Field Operations Bureau,Police Recruits,,,Unknown Working Status,Unknown Shift Hours,NO ALLIGATIONS ASSIGNED AT THIS TIME,,37897,Black,Male,28,2,,,
Public Initiated,2017-0009-P,6/9/2017 12:00:00 AM,1/13/2017 12:00:00 AM,10/29/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,5th District,5th District,,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37765,Black,Male,28,6,Male,,29
Public Initiated,2017-0009-P,6/9/2017 12:00:00 AM,1/13/2017 12:00:00 AM,10/29/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,5th District,5th District,,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37768,White,Male,30,4,Male,,29
Public Initiated,2017-0026-P,1/13/2017 12:00:00 AM,1/13/2017 12:00:00 AM,3/1/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,A Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 02 -Abuse of Position,37774,Black,Male,44,18,Female,Black,43
Public Initiated,2017-0028-P,1/17/2017 12:00:00 AM,1/17/2017 12:00:00 AM,5/24/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37924,Black,Male,40,21,Female,Black,43
Rank Initiated,2017-0027-D,1/13/2017 12:00:00 AM,1/18/2017 12:00:00 AM,1/19/2017 12:00:00 AM,DI-2,Completed,Other,FOB - Field Operations Bureau,4th District,,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37804,Black,Male,44,22,,,
Rank Initiated,2017-0030-D,1/17/2017 12:00:00 AM,1/18/2017 12:00:00 AM,1/19/2017 12:00:00 AM,DI-2,Completed,Other,PIB - Public Integrity Bureau,Criminal Investigation Section,Criminal Investigation Section,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,37810,Black,Male,51,25,,,
Public Initiated,2017-0031-N,1/15/2017 12:00:00 AM,1/18/2017 12:00:00 AM,6/12/2017 12:00:00 AM,NFIM,Completed,NFIM,FOB - Field Operations Bureau,1st District,Staff,,,,NO ALLIGATIONS ASSIGNED AT THIS TIME,,39000,,,,,,,
Public Initiated,2017-0022-P,12/26/2016 12:00:00 AM,1/19/2017 12:00:00 AM,2/22/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,1st District,2nd Platoon,,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37816,Black,Female,24,4,Male,Black,33
Public Initiated,2017-0022-P,12/26/2016 12:00:00 AM,1/19/2017 12:00:00 AM,2/22/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,1st District,2nd Platoon,,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37818,White,Male,40,20,Male,Black,33
Public Initiated,2017-0034-N,1/19/2017 12:00:00 AM,1/20/2017 12:00:00 AM,6/12/2017 12:00:00 AM,NFIM,Completed,NFIM,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Off Duty,5:25am-2:00pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,37824,Black,Female,36,14,Female,,52
Public Initiated,2017-0036-P,12/22/2016 12:00:00 AM,1/20/2017 12:00:00 AM,6/12/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,37985,White,Male,45,10,Male,Black,39
Public Initiated,2017-0036-P,12/22/2016 12:00:00 AM,1/20/2017 12:00:00 AM,6/12/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,37987,White,Male,29,3,Male,Black,39
Public Initiated,2017-0029-P,9/16/2016 12:00:00 AM,1/20/2017 12:00:00 AM,2/27/2018 12:00:00 AM,DI-1,Completed,Other,FOB - Field Operations Bureau,2nd District,B Platoon,,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37822,White,Male,37,0,Female,Black,56
Public Initiated,2017-0040-P,1/9/2017 12:00:00 AM,1/23/2017 12:00:00 AM,6/13/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,38009,Black,Male,47,23,Male,White,31
Public Initiated,2017-0042-P,1/15/2017 12:00:00 AM,1/23/2017 12:00:00 AM,3/2/2017 12:00:00 AM,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,2nd District,Narcotics,Patrol,Regular Working,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,38010,Black,Male,35,10,Female,Black,52
Rank Initiated,2017-0038-D,1/18/2017 12:00:00 AM,1/23/2017 12:00:00 AM,1/23/2017 12:00:00 AM,DI-2,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37889,Black,Male,33,5,,,
Public Initiated,2017-0021-P,12/1/2017 12:00:00 AM,1/24/2017 12:00:00 AM,5/31/2017 12:00:00 AM,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,1st District,1st Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37902,Black,Male,54,22,Female,Black,36
Public Initiated,2017-0032-P,8/24/2016 12:00:00 AM,1/24/2017 12:00:00 AM,6/12/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,4th District,1st Platoon,,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37908,White,Male,38,4,Female,Black,52
Public Initiated,2017-0045-P,1/23/2017 12:00:00 AM,1/24/2017 12:00:00 AM,6/13/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37988,White,Male,27,4,Female,Black,35
Public Initiated,2017-0045-P,1/23/2017 12:00:00 AM,1/24/2017 12:00:00 AM,6/13/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37990,Black,Male,51,31,Female,Black,35
Rank Initiated,2017-0046-R,1/20/2017 12:00:00 AM,1/25/2017 12:00:00 AM,9/22/2017 12:00:00 AM,DI-1,Completed,Other,MSB - Management Services Bureau,Fleet & Equipment Services,Fleet & Equipment Services Section,Unknown Assignment,Off Duty,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,38011,Black,Male,49,3,Male,Black,50
Public Initiated,2017-0047-N,,1/25/2017 12:00:00 AM,4/7/2017 12:00:00 AM,NFIM,Completed,NFIM,,,,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,38038,,,,,Female,Black,
Public Initiated,2017-0049-P,1/24/2017 12:00:00 AM,1/25/2017 12:00:00 AM,6/20/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,38098,White,Male,39,9,Male,Black,24
Public Initiated,2017-0049-P,1/24/2017 12:00:00 AM,1/25/2017 12:00:00 AM,6/20/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,38100,Asian/Pacifi,Male,32,13,Male,Black,24
Public Initiated,2017-0049-P,1/24/2017 12:00:00 AM,1/25/2017 12:00:00 AM,6/20/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,38102,White,Male,33,7,Male,Black,24
Public Initiated,2017-0049-P,1/24/2017 12:00:00 AM,1/25/2017 12:00:00 AM,6/20/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,38104,White,Male,43,10,Male,Black,24
Public Initiated,2017-0051-N,2/27/2015 12:00:00 AM,1/25/2017 12:00:00 AM,4/4/2017 12:00:00 AM,NFIM,Completed,NFIM,FOB - Field Operations Bureau,1st District,Staff,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,38159,,,,,Female,Hispanic,30
Public Initiated,2017-0014-P,,1/26/2017 12:00:00 AM,6/15/2017 12:00:00 AM,DI-1,Completed,Not Sustained,MSB - Management Service Bureau,Administrative Duties Services,Extended Sick,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37941,Black,Male,,11,Male,White,
Public Initiated,2017-0014-P,,1/26/2017 12:00:00 AM,6/15/2017 12:00:00 AM,DI-1,Completed,Not Sustained,MSB - Management Service Bureau,Administrative Duties Services,Extended Sick,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,39694,Black,Male,,36,Male,White,
Public Initiated,2017-0043-P,,1/26/2017 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Night Watch,,,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,37947,Black,Male,,15,Male,Black,
Public Initiated,2017-0039-N,1/14/2017 12:00:00 AM,1/26/2017 12:00:00 AM,4/3/2017 12:00:00 AM,NFIM,Completed,NFIM,Not - NOPD Officer,,,,,,NO ALLIGATIONS ASSIGNED AT THIS TIME,,38036,,,,,Female,Black,
Public Initiated,2017-0041-P,1/18/2017 12:00:00 AM,1/26/2017 12:00:00 AM,6/13/2017 12:00:00 AM,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,3rd District,Staff,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,37952,Black,Male,55,0,Female,White,
Public Initiated,2017-0050-P,10/8/2016 12:00:00 AM,1/26/2017 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,38012,White,Male,32,12,,,
Public Initiated,2017-0050-P,10/8/2016 12:00:00 AM,1/26/2017 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,38187,Black,Female,47,12,,,
Public Initiated,2017-0055-P,1/25/2017 12:00:00 AM,1/27/2017 12:00:00 AM,6/12/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,3rd District,Task Force A,Patrol,Regular Working,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,38014,Black,Male,42,12,Male,Black,34
Public Initiated,2017-0055-P,1/25/2017 12:00:00 AM,1/27/2017 12:00:00 AM,6/12/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,3rd District,Task Force A,Patrol,Regular Working,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,38016,White,Male,,7,Male,Black,34
Public Initiated,2017-0055-P,1/25/2017 12:00:00 AM,1/27/2017 12:00:00 AM,6/12/2017 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,3rd District,Task Force A,Patrol,Regular Working,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,38019,White,Male,48,22,Male,Black,34
Public Initiated,2017-0056-P,1/25/2017 12:00:00 AM,1/27/2017 12:00:00 AM,6/13/2017 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,Evening Watch,,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,38066,White,Male,37,5,Male,Black,47
